longitude;latitude;housing_median_age;total_rooms;total_bedrooms;population;households;median_income;median_house_value;ocean_proximity
-118.46;347;49;2418,00;301;850;318;142.867;500001;<1H OCEAN
-118.46;347;42;2564,00;460;913;414;92.225;500001;<1H OCEAN
-118.44;346;9;5102,00;1695;2609;1450;32.545;500001;<1H OCEAN
-118.44;345;18;4780,00;1192;1886;1036;44.674;500001;<1H OCEAN
-118.44;345;32;1880,00;435;798;417;47.109;500000;<1H OCEAN
-118.44;345;15;5368,00;1312;2269;1232;57.097;316700;<1H OCEAN
-118.43;346;11;3184,00;641;911;463;72.675;500001;<1H OCEAN
-118.43;346;41;1463,00;267;601;267;53.777;500001;<1H OCEAN
-118.43;345;22;4251,00;1073;1581;881;52.555;500001;<1H OCEAN
-118.44;346;13;4833,00;1119;1649;807;62.389;500001;<1H OCEAN
-118.42;346;40;2933,00;565;1077;536;61.527;500001;<1H OCEAN
-118.43;346;31;1317,00;284;523;274;74.219;500001;<1H OCEAN
-118.43;346;38;2982,00;664;1122;572;41.908;500001;<1H OCEAN
-118.43;346;20;4600,00;1018;1675;932;51.999;500001;<1H OCEAN
-118.42;346;44;533,00;90;291;97;108.045;500001;<1H OCEAN
-118.42;346;52;1881,00;334;640;321;6.871;500001;<1H OCEAN
-118.42;345;38;4888,00;1126;1698;937;48.304;500001;<1H OCEAN
-118.43;345;52;1693,00;290;727;305;67.115;500001;<1H OCEAN
-118.43;345;24;3832,00;949;1613;893;39.673;477300;<1H OCEAN
-118.44;345;20;5943,00;1538;2492;1429;41.141;305000;<1H OCEAN
-118.44;345;22;3970,00;871;1588;791;48.618;500001;<1H OCEAN
-118.43;344;52;2425,00;435;962;412;58.587;494700;<1H OCEAN
-118.45;345;28;801,00;399;936;406;21.875;181300;<1H OCEAN
-118.45;344;22;3319,00;1045;1848;940;36.673;283300;<1H OCEAN
-118.45;344;23;3771,00;1321;2031;1241;27.679;277500;<1H OCEAN
-118.46;345;25;6902,00;2138;3136;1844;26.509;410000;<1H OCEAN
-118.45;345;23;4099,00;1287;2103;1217;37.549;275000;<1H OCEAN
-118.46;344;19;3522,00;1036;1820;977;32.663;337500;<1H OCEAN
-118.47;344;21;5041,00;1491;2719;1420;35.335;268800;<1H OCEAN
-118.45;344;19;3330,00;1010;1837;915;30.173;393800;<1H OCEAN
-118.46;344;25;2142,00;718;1390;699;30.069;325000;<1H OCEAN
-118.46;344;25;2768,00;850;1558;784;36.976;360000;<1H OCEAN
-118.46;344;17;2729,00;897;1404;758;31.235;420800;<1H OCEAN
-118.46;344;31;2621,00;707;1632;673;3.287;348100;<1H OCEAN
-118.45;344;21;2819,00;648;1435;593;39.489;360200;<1H OCEAN
-118.45;343;45;727,00;168;520;175;26.528;300000;<1H OCEAN
-118.45;343;39;1657,00;402;931;363;37.813;336300;<1H OCEAN
-118.44;344;49;32,00;7;14;7;21.875;225000;<1H OCEAN
-118.44;344;16;18,00;6;3;4;0.536;350000;<1H OCEAN
-118.44;344;31;2670,00;662;1535;631;30.714;347800;<1H OCEAN
-118.43;344;52;1782,00;308;735;307;52.954;485100;<1H OCEAN
-118.42;344;46;1508,00;276;639;273;4.925;409800;<1H OCEAN
-118.43;344;42;2725,00;569;1115;516;45.833;427500;<1H OCEAN
-118.41;345;16;9728,00;2211;3026;1899;58.758;500001;<1H OCEAN
-118.42;345;33;2921,00;652;1124;608;50.151;500001;<1H OCEAN
-118.42;345;52;2533,00;402;981;386;78.164;500001;<1H OCEAN
-118.4;345;26;4473,00;923;1518;805;50.762;500001;<1H OCEAN
-118.4;344;40;2079,00;268;720;282;9.272;500001;<1H OCEAN
-118.4;344;42;1298,00;174;420;190;128.483;500001;<1H OCEAN
-118.4;343;36;1831,00;296;871;269;81.484;500001;<1H OCEAN
-118.41;343;33;1730,00;386;994;363;37.277;500001;<1H OCEAN
-118.41;344;49;601,00;95;228;106;80.239;500001;<1H OCEAN
-118.39;345;35;2458,00;576;1047;554;40.283;412500;<1H OCEAN
-118.39;345;42;3105,00;559;1253;531;5.222;500001;<1H OCEAN
-118.4;345;34;2113,00;459;859;432;36.953;500001;<1H OCEAN
-118.39;345;25;2814,00;701;1139;658;40.153;460000;<1H OCEAN
-118.41;344;52;1907,00;261;681;249;109.805;500001;<1H OCEAN
-118.41;344;52;2113,00;332;800;327;111.768;500001;<1H OCEAN
-118.41;343;36;3053,00;635;1234;577;51.637;500001;<1H OCEAN
-118.42;344;51;1975,00;348;771;357;6.626;500001;<1H OCEAN
-118.42;344;52;1358,00;272;574;267;56.454;500001;<1H OCEAN
-118.39;344;45;2089,00;312;834;305;73.028;500001;<1H OCEAN
-118.39;344;44;1873,00;286;635;283;55.951;461300;<1H OCEAN
-118.4;344;43;3863,00;537;1398;511;85.938;500001;<1H OCEAN
-118.4;345;43;1028,00;145;394;149;104.519;500001;<1H OCEAN
-118.39;345;42;1467,00;203;577;204;66.368;500001;<1H OCEAN
-118.38;344;35;2237,00;592;1794;543;22.961;207700;<1H OCEAN
-118.38;344;31;2846,00;727;2120;672;27.226;254200;<1H OCEAN
-118.38;344;45;767,00;130;254;118;62.895;340400;<1H OCEAN
-118.38;344;36;3005,00;771;2054;758;20.437;309100;<1H OCEAN
-118.38;344;39;2614,00;569;1665;553;34.063;271600;<1H OCEAN
-118.39;344;41;101,00;23;85;30;4.125;237500;<1H OCEAN
-118.39;344;52;1492,00;277;666;289;47.386;340400;<1H OCEAN
-118.39;344;49;1230,00;279;669;269;39.038;308300;<1H OCEAN
-118.39;343;28;1722,00;536;1161;481;32.228;232500;<1H OCEAN
-118.39;343;25;3442,00;1050;1890;914;30.574;319400;<1H OCEAN
-118.4;343;24;1101,00;318;491;287;32.222;319400;<1H OCEAN
-118.4;343;43;1006,00;201;520;199;65.669;372800;<1H OCEAN
-118.41;343;26;4376,00;1394;2435;1250;28.418;327300;<1H OCEAN
-118.4;342;19;7297,00;2331;3870;2144;3.116;300000;<1H OCEAN
-118.4;342;27;515,00;201;397;228;24.135;184400;<1H OCEAN
-118.41;343;24;3711,00;1192;1764;1147;31.642;366700;<1H OCEAN
-118.41;342;24;2610,00;756;1322;692;35.022;281300;<1H OCEAN
-118.41;342;16;5825,00;1866;3390;1752;30.965;320000;<1H OCEAN
-118.39;343;19;1450,00;509;746;437;31.415;55000;<1H OCEAN
-118.4;343;13;6152,00;1978;3397;1845;34.058;275000;<1H OCEAN
-118.38;343;36;2101,00;569;1756;527;29.344;222100;<1H OCEAN
-118.39;343;39;1366,00;375;1237;370;37.206;230900;<1H OCEAN
-118.37;344;43;888,00;170;514;161;31.827;202800;<1H OCEAN
-118.37;344;42;1809,00;424;1094;382;2.767;143000;<1H OCEAN
-118.38;343;43;912,00;255;705;246;26.402;185700;<1H OCEAN
-118.37;344;25;542,00;161;442;131;2.25;333300;<1H OCEAN
-118.37;344;43;1465,00;278;727;290;40.781;289400;<1H OCEAN
-118.42;343;45;1262,00;223;637;221;50.866;427300;<1H OCEAN
-118.43;343;45;1740,00;311;788;306;52.099;373600;<1H OCEAN
-118.43;343;39;1733,00;429;855;387;32.308;340800;<1H OCEAN
-118.43;343;26;1706,00;516;894;435;31.875;372700;<1H OCEAN
-118.42;343;44;904,00;176;358;158;33.542;344200;<1H OCEAN
-118.44;343;25;2059,00;659;1349;588;32.396;352400;<1H OCEAN
-118.43;343;36;1552,00;388;867;352;36.467;346700;<1H OCEAN
-118.44;343;37;1193,00;205;488;224;3.625;357600;<1H OCEAN
-118.44;343;37;975,00;189;489;202;42.434;331000;<1H OCEAN
-118.44;343;30;1039,00;303;606;274;3.125;343800;<1H OCEAN
-118.45;343;41;1240,00;320;711;304;33.482;318100;<1H OCEAN
-118.45;343;41;2083,00;528;993;481;40.231;353900;<1H OCEAN
-118.44;343;41;1164,00;265;561;251;42.411;350900;<1H OCEAN
-118.44;342;37;1592,00;308;783;321;62.583;386000;<1H OCEAN
-118.44;341;43;1408,00;246;651;240;45.795;400000;<1H OCEAN
-118.44;341;41;1309,00;221;534;228;51.708;418800;<1H OCEAN
-118.45;341;37;1328,00;250;626;228;58.666;440100;<1H OCEAN
-118.45;341;40;1361,00;240;559;229;63.516;354300;<1H OCEAN
-118.45;341;36;2424,00;418;1123;417;64.755;405800;<1H OCEAN
-118.44;342;32;2242,00;490;921;461;40.429;500001;<1H OCEAN
-118.43;341;43;1487,00;242;675;247;53.403;489800;<1H OCEAN
-118.44;342;39;3278,00;632;1321;617;62.917;465700;<1H OCEAN
-118.43;342;38;2172,00;437;830;368;39.091;500001;<1H OCEAN
-118.43;342;42;1528,00;244;634;242;81.631;500001;<1H OCEAN
-118.43;342;41;2403,00;516;1001;514;43.906;500001;<1H OCEAN
-118.42;343;44;629,00;131;326;156;45.278;374300;<1H OCEAN
-118.41;343;20;4374,00;1311;2165;1185;36.019;463600;<1H OCEAN
-118.42;342;21;3244,00;815;1423;781;36.488;340800;<1H OCEAN
-118.42;342;34;2243,00;444;973;413;49.676;414100;<1H OCEAN
-118.42;342;28;3167,00;737;1248;665;31.941;394700;<1H OCEAN
-118.42;342;34;2995,00;942;2626;947;22.402;450000;<1H OCEAN
-118.41;342;34;1430,00;357;805;362;33.462;307000;<1H OCEAN
-118.42;342;22;3292,00;1134;1655;898;31.746;348800;<1H OCEAN
-118.42;342;26;2664,00;842;1745;789;34.269;301900;<1H OCEAN
-118.41;342;35;1728,00;442;1161;420;3.725;310000;<1H OCEAN
-118.41;342;19;4702,00;1472;2636;1334;33.955;225000;<1H OCEAN
-118.41;342;27;2224,00;618;1594;625;30.833;315500;<1H OCEAN
-118.42;341;33;2731,00;535;1280;510;47.083;420100;<1H OCEAN
-118.42;341;32;1300,00;356;703;311;35.667;394000;<1H OCEAN
-118.43;341;27;3133,00;1021;2242;1002;2.697;412500;<1H OCEAN
-118.43;341;41;1527,00;279;746;285;64.232;446600;<1H OCEAN
-118.43;341;31;2526,00;528;1046;504;47.009;500001;<1H OCEAN
-118.44;341;42;2061,00;396;907;393;60.804;420000;<1H OCEAN
-118.44;34;44;1462,00;338;821;341;2.599;362200;<1H OCEAN
-118.44;34;44;1798,00;353;835;314;4.75;355800;<1H OCEAN
-118.45;34;39;1909,00;359;867;345;4.7;334700;<1H OCEAN
-118.44;34;40;1287,00;346;806;311;3.875;321300;<1H OCEAN
-118.43;34;30;2148,00;597;1341;559;33.995;324000;<1H OCEAN
-118.44;34;22;5822,00;1707;3335;1585;31.579;243100;<1H OCEAN
-118.44;34;41;1562,00;377;874;368;41.083;324300;<1H OCEAN
-118.42;341;42;1594,00;369;952;362;3.099;335400;<1H OCEAN
-118.42;341;29;1996,00;489;960;449;36.611;344200;<1H OCEAN
-118.42;34;31;1930,00;456;1002;410;39.798;458600;<1H OCEAN
-118.43;34;28;6128,00;1963;3586;1815;27.058;310900;<1H OCEAN
-118.46;341;43;513,00;98;266;103;56.428;343100;<1H OCEAN
-118.46;34;39;4098,00;1100;2054;1053;2.918;345600;<1H OCEAN
-118.46;34;37;388,00;83;248;84;51.664;326700;<1H OCEAN
-118.46;34;36;1392,00;260;679;247;47.344;346900;<1H OCEAN
-118.46;341;39;711,00;148;347;153;42.813;297200;<1H OCEAN
-118.47;34;38;1235,00;390;891;376;27.143;287500;<1H OCEAN
-118.47;34;41;2331,00;636;1839;537;2.288;263500;<1H OCEAN
-118.46;34;39;614,00;174;538;159;23.542;235700;<1H OCEAN
-118.47;33.99;34;1875,00;501;1491;526;28.417;321400;<1H OCEAN
-118.47;34;37;2586,00;765;1801;737;26.042;305800;<1H OCEAN
-118.47;33.99;31;1312,00;376;1178;330;20.714;300000;<1H OCEAN
-118.47;33.99;41;1146,00;310;833;270;25.938;285000;<1H OCEAN
-118.47;33.99;33;854,00;235;645;198;21.471;239300;<1H OCEAN
-118.51;33.98;40;1901,00;679;865;587;23.417;425000;<1H OCEAN
-118.48;33.99;46;2219,00;686;1107;590;25.523;387500;<1H OCEAN
-118.47;33.99;50;1568,00;501;764;478;3.015;414300;<1H OCEAN
-118.47;33.99;52;1523,00;447;636;408;30.682;412500;<1H OCEAN
-118.47;33.99;52;2167,00;622;1095;570;28.514;358700;<1H OCEAN
-118.47;33.99;37;2155,00;721;1082;637;34.071;267500;<1H OCEAN
-118.47;33.99;24;1438,00;454;665;416;2.975;500001;<1H OCEAN
-118.5;33.97;52;709,00;329;388;313;22.643;350000;<1H OCEAN
-118.45;33.99;52;1010,00;244;573;242;41.861;363200;<1H OCEAN
-118.46;33.99;52;1158,00;253;528;253;35.234;334700;<1H OCEAN
-118.46;33.99;44;1122,00;287;531;256;40.598;335900;<1H OCEAN
-118.46;34;44;941,00;230;493;206;36.458;325800;<1H OCEAN
-118.46;34;52;888,00;206;376;194;3.875;372000;<1H OCEAN
-118.45;34;46;1777,00;362;896;334;4.45;348300;<1H OCEAN
-118.45;34;43;1606,00;408;862;354;3.962;345800;<1H OCEAN
-118.45;34;48;1923,00;408;1142;433;4.575;326700;<1H OCEAN
-118.45;33.99;33;3125,00;785;1720;713;29.722;325000;<1H OCEAN
-118.45;33.99;52;1829,00;472;779;424;31.607;339000;<1H OCEAN
-118.46;33.99;41;885,00;285;562;268;31.992;303800;<1H OCEAN
-118.46;33.99;37;1828,00;460;1075;453;4.337;360600;<1H OCEAN
-118.46;33.98;32;2388,00;591;1009;556;52.121;466700;<1H OCEAN
-118.46;33.99;35;1214,00;300;478;265;40.156;500001;<1H OCEAN
-118.46;33.98;27;2217,00;520;806;458;38.935;500001;<1H OCEAN
-118.5;33.97;29;2737,00;808;1157;696;5.128;500001;<1H OCEAN
-118.45;33.99;45;1132,00;269;654;264;45.673;343100;<1H OCEAN
-118.45;33.99;26;1919,00;405;953;371;60.672;420800;<1H OCEAN
-118.46;33.98;19;2520,00;726;964;663;38.068;500001;<1H OCEAN
-118.46;33.97;19;1658,00;427;648;378;38.698;500001;<1H OCEAN
-118.46;33.97;18;9430,00;2473;3408;2003;61.726;500001;<1H OCEAN
-118.46;33.97;19;2461,00;521;777;447;10;500001;<1H OCEAN
-118.48;33.96;16;895,00;181;237;149;120.088;500001;<1H OCEAN
-118.4;34;10;1526,00;339;705;268;58.083;321800;<1H OCEAN
-118.41;34;35;684,00;161;381;159;28.393;272000;<1H OCEAN
-118.41;34;30;3550,00;934;3738;880;3.191;271200;<1H OCEAN
-118.41;34;18;1307,00;441;884;456;29.338;276300;<1H OCEAN
-118.42;34;14;3771,00;1180;2355;978;31.603;287500;<1H OCEAN
-118.42;33.99;35;1701,00;482;1428;494;3.725;284600;<1H OCEAN
-118.43;33.99;35;2243,00;495;1135;465;43.281;324000;<1H OCEAN
-118.43;33.98;19;8324,00;1590;2927;1538;75.426;351700;<1H OCEAN
-118.43;33.99;45;1899,00;461;1260;415;26.667;320000;<1H OCEAN
-118.43;33.99;43;2483,00;548;1212;493;40.189;302900;<1H OCEAN
-118.42;33.99;23;5548,00;1245;2847;1229;44.228;366900;<1H OCEAN
-118.42;33.98;3;475,00;155;236;153;36.667;450000;<1H OCEAN
-118.43;33.99;42;2558,00;558;1328;541;4.875;301300;<1H OCEAN
-118.44;33.99;43;1432,00;308;782;303;43.333;303900;<1H OCEAN
-118.41;33.99;39;3014,00;822;3212;777;11.985;215000;<1H OCEAN
-118.42;33.99;38;740,00;171;599;194;40.893;248900;<1H OCEAN
-118.42;33.99;35;1724,00;419;1079;394;45.521;263800;<1H OCEAN
-118.41;34;35;1062,00;305;1026;307;27.153;265500;<1H OCEAN
-118.41;33.99;36;1089,00;234;632;215;36.538;276100;<1H OCEAN
-118.4;33.99;39;1613,00;380;1113;356;2.825;276700;<1H OCEAN
-118.41;33.98;33;3331,00;777;1695;735;39.727;307200;<1H OCEAN
-118.39;33.97;38;993,00;175;374;180;62.673;357200;<1H OCEAN
-118.38;33.97;43;2715,00;458;1151;434;74.897;362600;<1H OCEAN
-118.39;33.97;44;1097,00;186;513;185;6.235;361400;<1H OCEAN
-118.39;33.97;43;2700,00;510;1146;506;51.333;345900;<1H OCEAN
-118.39;33.97;46;2198,00;352;839;335;65.778;350800;<1H OCEAN
-118.39;33.96;45;1361,00;252;581;263;58.143;340700;<1H OCEAN
-118.39;33.96;45;1436,00;374;662;292;3.625;329400;<1H OCEAN
-118.36;33.98;40;1113,00;234;584;231;30.927;316000;<1H OCEAN
-118.37;33.98;39;303,00;69;131;73;43.438;331800;<1H OCEAN
-118.37;33.97;32;6699,00;1781;2725;1544;33.889;285700;<1H OCEAN
-118.41;33.97;37;1629,00;275;668;266;61.333;387200;<1H OCEAN
-118.41;33.97;44;2298,00;388;849;360;55.941;363500;<1H OCEAN
-118.4;33.96;44;1877,00;314;877;320;68.197;363600;<1H OCEAN
-118.41;33.96;44;1802,00;306;753;282;60.286;356000;<1H OCEAN
-118.41;33.97;43;1464,00;224;581;232;62.022;365900;<1H OCEAN
-118.41;33.97;44;2789,00;503;3732;474;46.176;352300;<1H OCEAN
-118.42;33.97;44;1462,00;240;562;237;49.375;365200;<1H OCEAN
-118.42;33.96;44;1282,00;216;494;209;5.618;365900;<1H OCEAN
-118.43;33.96;38;1104,00;216;415;163;61.985;422000;<1H OCEAN
-118.43;33.96;13;1860,00;345;800;355;58.864;500001;<1H OCEAN
-118.44;33.96;33;2799,00;491;978;447;56.435;500001;<1H OCEAN
-118.43;33.96;20;1901,00;270;704;254;87.819;500001;<1H OCEAN
-118.43;33.97;16;70,00;7;17;4;77.197;500001;<1H OCEAN
-118.42;33.96;24;4393,00;966;1257;579;50.714;356100;<1H OCEAN
-118.43;33.96;16;14891,00;3984;6270;3595;51.064;283200;<1H OCEAN
-118.4;33.97;35;913,00;161;451;172;56.169;411200;<1H OCEAN
-118.4;33.98;39;714,00;118;314;117;59.856;432100;<1H OCEAN
-118.4;33.98;36;2526,00;452;996;441;5.611;456600;<1H OCEAN
-118.4;33.97;38;1089,00;174;502;180;75.953;434800;<1H OCEAN
-118.4;33.97;37;1364,00;248;494;242;46.364;456300;<1H OCEAN
-118.4;33.97;44;2825,00;453;1221;461;59.544;377200;<1H OCEAN
-118.4;33.96;43;2416,00;454;1028;409;56.732;330700;<1H OCEAN
-118.37;33.97;41;1833,00;355;847;348;5.726;287800;<1H OCEAN
-118.38;33.97;42;1859,00;337;813;326;6.019;294500;<1H OCEAN
-118.38;33.96;44;2395,00;458;1287;450;46.923;299000;<1H OCEAN
-118.38;33.95;35;3259,00;967;2003;920;32.708;400000;<1H OCEAN
-118.38;33.95;29;1821,00;588;1397;523;25.833;187500;<1H OCEAN
-118.37;33.95;5;6955,00;2062;3591;1566;3.111;247600;<1H OCEAN
-118.4;33.96;44;1138,00;228;497;228;41.852;303300;<1H OCEAN
-118.41;33.96;15;412,00;128;310;137;39.792;266700;<1H OCEAN
-118.41;33.96;32;1044,00;219;567;222;41.471;284400;<1H OCEAN
-118.41;33.94;45;2038,00;394;1086;387;47.375;289600;<1H OCEAN
-118.45;33.96;24;3097,00;791;1075;639;5.723;500001;<1H OCEAN
-118.45;33.96;36;2723,00;547;1090;519;63.267;500001;<1H OCEAN
-118.44;33.95;37;2076,00;332;771;327;62.551;500001;<1H OCEAN
-118.28;33.92;37;1761,00;409;1309;357;21.875;175900;<1H OCEAN
-118.28;33.91;41;620,00;133;642;162;26.546;159600;<1H OCEAN
-118.29;33.9;42;1273,00;309;1203;348;44.636;162000;<1H OCEAN
-118.29;33.91;41;2475,00;532;1416;470;38.372;156400;<1H OCEAN
-118.29;33.91;31;2025,00;618;2231;593;24.741;151200;<1H OCEAN
-118.29;33.92;23;2503,00;532;1735;505;27.368;162800;<1H OCEAN
-118.28;33.88;19;2758,00;675;2047;591;26.618;179700;<1H OCEAN
-118.29;33.88;32;2307,00;493;1754;528;4.317;232800;<1H OCEAN
-118.29;33.88;27;2082,00;612;2009;548;29.063;184100;<1H OCEAN
-118.29;33.89;35;2810,00;614;1578;601;3.59;200600;<1H OCEAN
-118.29;33.87;32;1700,00;340;864;317;4.381;238700;<1H OCEAN
-118.3;33.86;35;2016,00;365;1083;369;51.727;230200;<1H OCEAN
-118.3;33.86;35;1511,00;274;853;308;49.792;251300;<1H OCEAN
-118.29;33.85;10;1391,00;420;1378;377;19.049;222200;<1H OCEAN
-118.31;33.84;5;3559,00;869;2965;794;26.491;216700;<1H OCEAN
-118.3;33.84;36;1428,00;268;825;250;47.222;239600;<1H OCEAN
-118.3;33.84;37;1241,00;226;621;255;49.196;232400;<1H OCEAN
-118.3;33.85;38;123,00;36;142;40;23.942;200000;<1H OCEAN
-118.3;33.83;31;2693,00;661;1598;618;31.851;240200;<1H OCEAN
-118.3;33.83;33;2716,00;660;1807;661;35.473;226300;<1H OCEAN
-118.31;33.83;27;2880,00;802;2083;727;29.619;223400;<1H OCEAN
-118.3;33.82;35;1499,00;340;1141;326;26.136;213600;<1H OCEAN
-118.3;33.82;26;2080,00;560;2096;506;28.106;184400;<1H OCEAN
-118.3;33.82;25;2659,00;765;2629;726;26.368;175900;<1H OCEAN
-118.3;33.81;17;5544,00;1068;3008;1038;5.322;282700;<1H OCEAN
-118.3;33.8;27;2790,00;513;1498;519;53.106;268300;<1H OCEAN
-118.31;33.8;30;3096,00;757;2048;704;3.125;233300;<1H OCEAN
-118.3;33.79;35;2793,00;686;2255;682;30.057;235300;<1H OCEAN
-118.3;33.79;9;2782,00;884;1790;748;29.154;203300;<1H OCEAN
-118.3;33.79;13;3569,00;924;2159;880;3.163;224200;<1H OCEAN
-118.3;33.78;35;2572,00;504;1172;519;46.207;304100;<1H OCEAN
-118.26;33.8;41;2004,00;481;1658;456;31.779;171100;<1H OCEAN
-118.25;33.8;36;1697,00;394;1274;396;3.35;163100;<1H OCEAN
-118.26;33.79;30;1291,00;230;835;215;5.5;181500;<1H OCEAN
-118.25;33.79;32;1205,00;340;1799;370;2.375;128000;NEAR OCEAN
-118.24;33.8;28;636,00;169;788;143;36.161;131300;NEAR OCEAN
-118.23;33.8;26;239,00;135;165;112;13.333;187500;NEAR OCEAN
-118.27;33.8;38;1446,00;327;980;319;3.35;177700;<1H OCEAN
-118.27;33.79;36;2218,00;561;1789;527;31.613;182300;<1H OCEAN
-118.27;33.79;39;1513,00;365;1227;354;33.929;184600;<1H OCEAN
-118.28;33.8;38;1471,00;329;1207;335;4;165500;<1H OCEAN
-118.28;33.79;28;1895,00;420;1422;389;43.816;191300;<1H OCEAN
-118.28;33.79;36;1989,00;458;1668;455;33.009;168000;<1H OCEAN
-118.28;33.78;20;2233,00;591;1915;558;32.011;169100;<1H OCEAN
-118.29;33.79;10;3708,00;1016;2855;948;2;165400;<1H OCEAN
-118.29;33.79;16;1867,00;571;951;498;33.427;154200;<1H OCEAN
-118.3;33.79;21;1068,00;283;1180;274;2.5;157500;<1H OCEAN
-118.3;33.8;8;1115,00;412;1472;396;31.392;146200;<1H OCEAN
-118.27;33.79;31;1535,00;369;1291;340;29.375;174000;<1H OCEAN
-118.26;33.78;27;1672,00;491;1723;462;20.458;174500;NEAR OCEAN
-118.27;33.79;26;2109,00;651;2120;605;21.447;158700;<1H OCEAN
-118.27;33.79;39;1417,00;359;1450;367;28.462;172000;<1H OCEAN
-118.25;33.79;34;1349,00;371;1716;380;27.143;138100;NEAR OCEAN
-118.25;33.79;38;1730,00;460;1724;424;27.308;150400;NEAR OCEAN
-118.25;33.79;39;981,00;286;1183;298;19.208;139800;NEAR OCEAN
-118.26;33.78;21;2188,00;706;2265;652;19.923;164700;NEAR OCEAN
-118.26;33.79;42;1162,00;264;1044;241;35.488;205600;<1H OCEAN
-118.23;33.78;20;59,00;24;69;23;25.588;350000;NEAR OCEAN
-118.26;33.78;35;1239,00;473;1524;387;20.956;154700;NEAR OCEAN
-118.25;33.78;32;296,00;139;511;133;14.444;182100;NEAR OCEAN
-118.24;33.78;24;574,00;173;784;162;2.25;152300;NEAR OCEAN
-118.26;33.78;36;2191,00;739;2931;692;21.311;163100;NEAR OCEAN
-118.26;33.77;36;886,00;253;809;219;24.545;164200;NEAR OCEAN
-118.27;33.77;26;2272,00;694;2567;595;19.964;150600;NEAR OCEAN
-118.27;33.78;21;3354,00;1174;4426;1110;25.262;167300;<1H OCEAN
-118.28;33.78;37;1212,00;304;1076;293;32.115;160100;<1H OCEAN
-118.27;33.77;39;1731,00;485;2115;478;15.369;141300;NEAR OCEAN
-118.27;33.76;46;22,00;11;32;7;3.125;112500;NEAR OCEAN
-118.3;33.77;18;3821,00;795;2831;769;29.571;346200;<1H OCEAN
-118.3;33.76;18;9659,00;1716;4336;1674;57.764;290500;<1H OCEAN
-118.28;33.77;47;307,00;69;374;65;29.063;146900;<1H OCEAN
-118.28;33.75;41;1305,00;381;1384;369;2.45;186800;NEAR OCEAN
-118.28;33.75;18;393,00;189;429;188;18.393;187500;NEAR OCEAN
-118.28;33.74;40;1751,00;512;1939;503;15.394;200000;NEAR OCEAN
-118.28;33.75;21;2442,00;719;1916;646;12.276;208300;NEAR OCEAN
-118.28;33.74;16;855,00;271;486;250;0.7591;350000;NEAR OCEAN
-118.3;33.75;19;2356,00;440;1291;418;42.308;416100;<1H OCEAN
-118.3;33.76;6;6097,00;1270;2678;1226;51.269;285200;<1H OCEAN
-118.3;33.75;42;967,00;175;481;163;56.611;265600;<1H OCEAN
-118.3;33.75;48;1958,00;386;1098;380;4.625;273400;<1H OCEAN
-118.3;33.74;47;2223,00;410;1163;413;44.671;270800;NEAR OCEAN
-118.31;33.74;36;2464,00;472;1111;457;45.074;350000;NEAR OCEAN
-118.31;33.74;22;5042,00;974;2260;935;43.472;351200;NEAR OCEAN
-118.29;33.75;27;1650,00;443;1359;386;25.795;192400;NEAR OCEAN
-118.3;33.75;23;1957,00;517;1454;526;35.056;203100;<1H OCEAN
-118.29;33.75;37;1319,00;292;766;285;27.031;218900;NEAR OCEAN
-118.29;33.74;29;1503,00;411;1368;390;21.473;195300;NEAR OCEAN
-118.29;33.74;52;1438,00;472;1018;399;22.188;306700;NEAR OCEAN
-118.29;33.74;41;1382,00;361;905;344;2.75;238300;NEAR OCEAN
-118.29;33.74;30;2074,00;533;1311;531;20.329;225800;NEAR OCEAN
-118.29;33.73;43;1854,00;519;1151;486;25.759;225000;NEAR OCEAN
-118.29;33.73;21;2492,00;711;1699;672;21.382;242300;NEAR OCEAN
-118.29;33.73;30;2835,00;711;1669;652;33.616;268500;NEAR OCEAN
-118.3;33.73;42;1731,00;;866;403;27.451;255400;NEAR OCEAN
-118.3;33.74;23;3075,00;860;1584;806;29.386;260500;NEAR OCEAN
-118.31;33.73;36;1725,00;295;799;306;50.874;368500;NEAR OCEAN
-118.31;33.73;52;1665,00;280;656;282;5.249;351900;NEAR OCEAN
-118.3;33.74;20;2625,00;673;1184;606;39.167;285200;NEAR OCEAN
-118.3;33.73;47;2852,00;603;1130;560;4.194;293900;NEAR OCEAN
-118.31;33.73;52;2025,00;361;957;363;42.059;350000;NEAR OCEAN
-118.28;33.74;44;1853,00;556;2090;539;18.584;248100;NEAR OCEAN
-118.28;33.73;39;2602,00;802;2178;737;20.469;234500;NEAR OCEAN
-118.28;33.73;52;2085,00;588;1767;516;21.935;243200;NEAR OCEAN
-118.28;33.73;45;2137,00;559;1550;529;19.167;227200;NEAR OCEAN
-118.29;33.73;30;3161,00;;1865;771;27.139;231700;NEAR OCEAN
-118.29;33.72;25;2469,00;584;1253;535;31.932;257500;NEAR OCEAN
-118.3;33.72;28;2647,00;658;1459;595;34.474;253400;NEAR OCEAN
-118.3;33.72;28;2510,00;583;1388;554;33.397;267800;NEAR OCEAN
-118.3;33.73;40;2582,00;606;1304;588;35.694;276400;NEAR OCEAN
-118.31;33.73;52;1642,00;287;692;288;41.812;321500;NEAR OCEAN
-118.31;33.72;26;2711,00;508;1372;459;41.451;326700;NEAR OCEAN
